Target Species,Sample Size,Catch Per Unit Effort,Average Total Length,Range Total Length,Average Weight,Range Weight,Average Relative Weight,PSD-S/Q,PSD-S/P,PSD-S/M,PSD-S/T
BC,6,0.03,8.59,7.4-10.08,0.36,0.2-0.56,97.97,33.33,33.33,33.33,0
