Target Species,Sample Size,Catch Per Unit Effort,Average Total Length,Range Total Length,Average Weight,Range Weight,Average Relative Weight,PSD-S/Q,PSD-S/P,PSD-S/M,PSD-S/T
YP,107,0.59,7.95,3.82,0.4,0.02-0.45,92.85,48.35,48.35,3.3,0
